2020-05-01 00:00:00.129	0
2020-05-01 00:00:01.048	0
2020-05-02 00:00:01.947	0
2020-05-03 00:00:02.903	0
2020-05-01 00:00:03.029	0
2020-05-01 00:00:03.921	0
2020-05-01 00:00:04.175	0
2020-05-01 00:00:04.673	0
2020-05-01 00:00:04.846	0
2020-05-01 00:00:05.415	0
2020-05-01 00:00:06.119	0
2020-05-01 00:00:06.584	0
2020-05-01 00:00:06.936	0
2020-05-01 00:00:07.127	0
2020-05-01 00:00:07.914	0
2020-05-01 00:00:08.292	0
2020-05-01 00:00:09.226	0
2020-05-01 00:00:09.460	0
2020-05-01 00:00:09.885	0
2020-05-01 00:00:10.297	0
2020-05-01 00:00:11.082	0
2020-05-01 00:00:12.060	0
2020-05-01 00:00:12.357	0
2020-05-01 00:00:13.153	0
2020-05-01 00:00:13.218	0
2020-05-01 00:00:14.027	0
2020-05-01 00:00:14.492	0
2020-05-01 00:00:15.150	0
2020-05-01 00:00:15.739	0
2020-05-01 00:00:16.455	0
2020-05-01 00:00:16.976	0
2020-05-01 00:00:16.983	0
2020-05-01 00:00:17.553	0
2020-05-01 00:00:17.851	0
2020-05-01 00:00:17.881	0
2020-05-01 00:00:18.122	0
2020-05-01 00:00:18.416	0
2020-05-01 00:00:18.668	0
2020-05-02 00:00:19.202	0
2020-05-03 00:00:19.652	0
2020-05-01 00:00:20.383	0
2020-05-01 00:00:21.150	0
2020-05-01 00:00:22.082	0
2020-05-01 00:00:22.093	0
2020-05-01 00:00:23.059	0
2020-05-01 00:00:23.513	0
2020-05-01 00:00:24.122	0
2020-05-01 00:00:24.568	0
2020-05-01 00:00:25.394	0
2020-05-01 00:00:25.836	0
2020-05-01 00:00:26.148	0
2020-05-01 00:00:26.447	0
2020-05-01 00:00:26.508	0
2020-05-01 00:00:26.578	0
2020-05-01 00:00:26.963	0
2020-05-01 00:00:27.758	0
2020-05-01 00:00:28.726	0
2020-05-01 00:00:28.878	0
2020-05-01 00:00:29.525	0
2020-05-01 00:00:29.953	0
2020-05-02 00:00:30.342	0
2020-05-02 00:00:30.478	0
2020-05-03 00:00:31.363	0
2020-05-01 00:00:31.554	0
2020-05-01 00:00:32.175	0
2020-05-01 00:00:32.792	0
2020-05-01 00:00:33.484	0
2020-05-01 00:00:33.555	0
2020-05-01 00:00:34.435	0
2020-05-01 00:00:34.994	0
2020-05-01 00:00:35.085	0
2020-05-01 00:00:35.697	0
2020-05-01 00:00:36.305	0
2020-05-01 00:00:36.584	0
2020-05-01 00:00:36.800	0
2020-05-01 00:00:37.573	0
2020-05-01 00:00:37.684	0
2020-05-01 00:00:38.387	0
2020-05-01 00:00:38.513	0
2020-05-01 00:00:38.607	0
2020-05-01 00:00:39.302	0
2020-05-01 00:00:39.972	0
2020-05-01 00:00:40.647	0
2020-05-01 00:00:40.789	0
2020-05-01 00:00:41.552	0
2020-05-01 00:00:41.633	0
2020-05-01 00:00:41.896	0
2020-05-01 00:00:42.445	0
2020-05-01 00:00:42.483	0
2020-05-01 00:00:42.997	0
2020-05-01 00:00:43.185	0
2020-05-01 00:00:43.706	0
2020-05-01 00:00:44.169	0
2020-05-01 00:00:44.671	0
2020-05-01 00:00:44.951	0
2020-05-01 00:00:45.491	0
2020-05-01 00:00:45.581	0
2020-05-01 00:00:45.650	0
2020-05-01 00:00:46.112	0
2020-05-01 00:00:46.271	0
